Название вкладки,Что это такое,Частота обновления,Дата последнего обновления,Результат
analytics,Аналитика,2 раза в день,,
stock_on_warehouses,?,2 раза в день,,
stocks_FBS,?,?
products,?,2 раза в день
prices,Цены,10 минут,
orders_1mnth,Заказы за месяц,2 раза в день
orders_1week,Заказы за неделю,2 раза в день
orders_2days,Заказы за два дня,2 раза в день
orders_alt,Альтернативные заказы,?
statistics,Статистика,?
statistics_product,?,1 раз в день,
